DIMENSION:	50
EDGE_WEIGHT_SECTION
0.000000	0.476667	0.440000	0.513333	0.470000	0.463333	0.480000	0.463333	0.516667	0.476667	0.473333	0.476667	0.466667	0.516667	0.500000	0.453333	0.470000	0.456667	0.510000	0.533333	0.490000	0.473333	0.463333	0.473333	0.446667	0.490000	0.500000	0.426667	0.470000	0.496667	0.466667	0.520000	0.440000	0.470000	0.510000	0.490000	0.473333	0.473333	0.443333	0.476667	0.450000	0.480000	0.480000	0.480000	0.443333	0.490000	0.526667	0.443333	0.456667	0.480000
0.523333	0.000000	0.503333	0.553333	0.533333	0.476667	0.486667	0.466667	0.540000	0.490000	0.516667	0.456667	0.490000	0.510000	0.503333	0.490000	0.456667	0.503333	0.513333	0.526667	0.516667	0.543333	0.523333	0.533333	0.473333	0.520000	0.486667	0.496667	0.506667	0.533333	0.530000	0.506667	0.463333	0.520000	0.530000	0.503333	0.470000	0.526667	0.473333	0.526667	0.463333	0.483333	0.500000	0.506667	0.466667	0.496667	0.506667	0.476667	0.526667	0.510000
0.560000	0.496667	0.000000	0.536667	0.480000	0.486667	0.500000	0.520000	0.540000	0.500000	0.493333	0.490000	0.483333	0.523333	0.506667	0.506667	0.483333	0.490000	0.540000	0.510000	0.506667	0.500000	0.516667	0.503333	0.503333	0.490000	0.533333	0.503333	0.470000	0.516667	0.460000	0.536667	0.490000	0.513333	0.536667	0.513333	0.523333	0.533333	0.506667	0.513333	0.520000	0.506667	0.540000	0.543333	0.486667	0.513333	0.516667	0.493333	0.483333	0.516667
0.486667	0.446667	0.463333	0.000000	0.463333	0.470000	0.466667	0.436667	0.493333	0.466667	0.450000	0.420000	0.446667	0.450000	0.470000	0.430000	0.420000	0.476667	0.476667	0.490000	0.423333	0.476667	0.490000	0.453333	0.443333	0.463333	0.440000	0.450000	0.453333	0.493333	0.473333	0.506667	0.416667	0.480000	0.493333	0.466667	0.446667	0.486667	0.456667	0.513333	0.456667	0.470000	0.463333	0.476667	0.460000	0.463333	0.460000	0.440000	0.456667	0.446667
0.530000	0.466667	0.520000	0.536667	0.000000	0.513333	0.490000	0.496667	0.533333	0.520000	0.490000	0.456667	0.516667	0.510000	0.500000	0.470000	0.463333	0.513333	0.530000	0.536667	0.503333	0.543333	0.510000	0.476667	0.450000	0.490000	0.473333	0.490000	0.483333	0.513333	0.470000	0.543333	0.463333	0.530000	0.566667	0.530000	0.453333	0.516667	0.486667	0.503333	0.460000	0.496667	0.546667	0.503333	0.503333	0.490000	0.513333	0.486667	0.506667	0.480000
0.536667	0.523333	0.513333	0.530000	0.486667	0.000000	0.510000	0.513333	0.526667	0.486667	0.476667	0.466667	0.503333	0.493333	0.500000	0.483333	0.463333	0.503333	0.516667	0.543333	0.520000	0.553333	0.500000	0.486667	0.486667	0.506667	0.513333	0.506667	0.490000	0.550000	0.530000	0.523333	0.513333	0.520000	0.533333	0.506667	0.506667	0.516667	0.473333	0.520000	0.453333	0.500000	0.553333	0.520000	0.476667	0.520000	0.486667	0.490000	0.483333	0.526667
0.520000	0.513333	0.500000	0.533333	0.510000	0.490000	0.000000	0.493333	0.543333	0.470000	0.466667	0.466667	0.490000	0.513333	0.503333	0.520000	0.463333	0.490000	0.486667	0.530000	0.476667	0.523333	0.486667	0.496667	0.466667	0.490000	0.520000	0.443333	0.516667	0.503333	0.486667	0.550000	0.483333	0.526667	0.523333	0.490000	0.480000	0.513333	0.480000	0.513333	0.463333	0.526667	0.520000	0.516667	0.506667	0.486667	0.506667	0.506667	0.496667	0.493333
0.536667	0.533333	0.480000	0.563333	0.503333	0.486667	0.506667	0.000000	0.543333	0.516667	0.500000	0.443333	0.520000	0.530000	0.523333	0.493333	0.500000	0.523333	0.536667	0.536667	0.506667	0.530000	0.513333	0.470000	0.526667	0.503333	0.520000	0.466667	0.506667	0.530000	0.490000	0.563333	0.500000	0.576667	0.540000	0.536667	0.476667	0.510000	0.463333	0.546667	0.480000	0.526667	0.540000	0.566667	0.523333	0.516667	0.530000	0.503333	0.543333	0.533333
0.483333	0.460000	0.460000	0.506667	0.466667	0.473333	0.456667	0.456667	0.000000	0.440000	0.456667	0.440000	0.470000	0.450000	0.466667	0.436667	0.463333	0.476667	0.466667	0.503333	0.443333	0.456667	0.480000	0.463333	0.423333	0.443333	0.443333	0.420000	0.473333	0.463333	0.470000	0.480000	0.416667	0.493333	0.483333	0.453333	0.456667	0.490000	0.446667	0.460000	0.443333	0.486667	0.473333	0.473333	0.476667	0.406667	0.473333	0.480000	0.466667	0.473333
0.523333	0.510000	0.500000	0.533333	0.480000	0.513333	0.530000	0.483333	0.560000	0.000000	0.493333	0.483333	0.483333	0.546667	0.543333	0.460000	0.470000	0.553333	0.500000	0.496667	0.493333	0.550000	0.530000	0.523333	0.490000	0.530000	0.486667	0.490000	0.520000	0.546667	0.516667	0.533333	0.493333	0.510000	0.520000	0.476667	0.503333	0.496667	0.493333	0.536667	0.496667	0.543333	0.530000	0.526667	0.526667	0.510000	0.523333	0.513333	0.480000	0.486667
0.526667	0.483333	0.506667	0.550000	0.510000	0.523333	0.533333	0.500000	0.543333	0.506667	0.000000	0.490000	0.510000	0.550000	0.533333	0.500000	0.473333	0.540000	0.526667	0.540000	0.500000	0.503333	0.533333	0.480000	0.473333	0.476667	0.496667	0.530000	0.506667	0.543333	0.543333	0.550000	0.493333	0.556667	0.523333	0.523333	0.520000	0.536667	0.450000	0.520000	0.513333	0.526667	0.506667	0.526667	0.506667	0.516667	0.513333	0.483333	0.500000	0.493333
